lncRNA,Index
RP11-395B7.4,1264
WDR11-AS1,1265
LINC00307,1266
AL157902.3,1267
STK4-AS1,1268
AC109333.10,1269
NR2F1-AS1,1270
RP11-480D4.1,1271
FAM212B-AS1,1272
LINC01071,1273
LINC00948,1274
LINC00925,1275
RP11-276H7.2,1276
RP4-781K5.4,1277
RP11-461O7.1,1278
RP11-64D24.4,1279
RP5-1043L13.1,1280
RP11-343J18.1,1281
AC007740.1,1282
LINC01125,1283
U1,1284
AP000459.4,1285
RP4-668G5.1,1286
RP3-399L15.3,1287
PRKCQ-AS1,1288
RP1-197B17.3,1289
AC136896.1,1290
RP11-295M18.2,1291
AC020571.3,1292
AC027269.2,1293
AP000266.7,1294
AC012494.1,1295
LSAMP-AS1,1296
FAM181A-AS1,1297
RP11-298H24.1,1298
Z83851.1,1299
RP11-456H18.2,1300
AC012499.1,1301
RP4-568F9.6,1302
LINC00996,1303
RP1-40E16.9,1304
RP11-385F5.4,1305
AC005062.2,1306
RP11-560G2.1,1307
RP11-298O21.5,1308
LINC00698,1309
RP4-601K24.1,1310
A2M-AS1,1311
AC105402.4,1312
AC078842.4,1313
AC007099.1,1314
RP11-620J15.2,1315
RP11-34F13.2,1316
RP11-630D6.5,1317
PWRN1,1318
LINC00689,1319
RP11-875O11.2,1320
RP11-632K5.3,1321
AC007880.1,1322
RP11-10L7.1,1323
RP11-68L18.1,1324
RP11-519M16.1,1325
LINC00202-2,1326
RP11-461L18.1,1327
RP11-108B14.5,1328
RP11-152L7.2,1329
CTD-2530H12.1,1330
RP11-44F21.2,1331
RP11-385M4.1,1332
AC010744.1,1333
RP3-322G13.5,1334
CTA-397C4.2,1335
RP11-93B14.5,1336
NALCN-AS1,1337
RP11-338C15.5,1338
NPHP3-AS1,1339
ZFHX4-AS1,1340
LINC00884,1341
RP11-290F20.2,1342
CTD-2076M15.1,1343
RP11-439E19.9,1344
LINC00608,1345
SIX3-AS1,1346
RP11-439E19.10,1347
RP11-214L13.1,1348
OVAAL,1349
RP11-384P7.7,1350
SLC7A11-AS1,1351
LINC01018,1352
RP11-677M14.3,1353
RP11-379J5.5,1354
GS1-279B7.1,1355
RP11-672L10.1,1356
RP11-539G18.2,1357
RP11-234B24.2,1358
AP000330.8,1359
AC010096.1,1360
AC007557.2,1361
RP3-388M5.9,1362
RP11-402L6.1,1363
HOXC-AS3,1364
RP11-25I15.3,1365
PCAT4,1366
LINC00700,1367
RP11-328N19.1,1368
AC074389.9,1369
LINC00317,1370
RP11-429B14.4,1371
RP11-536I6.1,1372
RP11-673E1.1,1373
RP11-6O2.3,1374
RP11-230B22.1,1375
STAU2-AS1,1376
AC006277.2,1377
SSTR5-AS1,1378
RP5-991O23.1,1379
LINC00993,1380
AC106801.1,1381
LINC00894,1382
NKX2-1-AS1,1383
RP11-174G17.2,1384
LZTS1-AS1,1385
RP11-579E24.1,1386
AC025442.3,1387
RP11-1008C21.2,1388
RP3-332B22.1,1389
RP11-45K10.2,1390
RP3-473B4.3,1391
RP11-333A23.4,1392
LINC00911,1393
TRHDE-AS1,1394
RP11-12M5.1,1395
CTD-2547L24.4,1396
AC004019.13,1397
AC006004.1,1398
Z97634.3,1399
LINC00421,1400
GLIS3-AS1,1401
RP11-843A23.1,1402
RP5-1027O15.1,1403
AC007163.3,1404
CTD-2337I7.1,1405
RP11-236J17.3,1406
RP11-736K20.5,1407
RP11-91I8.1,1408
HOXD-AS2,1409
RP11-554A11.6,1410
LINC01115,1411
RP11-360O19.4,1412
RP13-81N3.2,1413
DNM1P35,1414
RP11-996F15.2,1415
RP11-262H14.1,1416
FAM183CP,1417
RP11-379F4.4,1418
RP11-307O13.1,1419
SRD5A3-AS1,1420
MIR146A,1421
RP11-429A20.4,1422
LINC00930,1423
DIO2-AS1,1424
CTD-2292M16.8,1425
RP11-553L6.2,1426
RP11-420J11.2,1427
RP1-178F10.1,1428
NAV2-AS4,1429
LINC00870,1430
CTD-3253I12.1,1431
CTD-2236F14.1,1432
RP11-753A21.1,1433
RP11-1007O24.3,1434
RP11-794P6.6,1435
BDNF-AS,1436
LINC00567,1437
RP6-91H8.2,1438
RP11-646E18.4,1439
RP11-354P17.15,1440
RP11-202D1.2,1441
RP11-480I12.10,1442
CTD-3193O13.1,1443
RP11-318A15.2,1444
EGFLAM-AS4,1445
ITPK1-AS1,1446
RP6-201G10.2,1447
RP11-11N9.4,1448
LINC01016,1449
RP11-513N24.1,1450
RP11-333E1.1,1451
RP1-155D22.2,1452
RP11-333O1.1,1453
RP11-24D15.1,1454
RP11-164P12.3,1455
RP11-684B21.1,1456
CTD-2296D1.2,1457
RP11-44F21.5,1458
LINC00944,1459
AC011343.1,1460
RP11-554A11.8,1461
LINC00565,1462
CTC-210G5.1,1463
AP001505.9,1464
CTD-3046C4.1,1465
RP11-168L7.3,1466
SETD5-AS1,1467
LINC00511,1468
LINC00847,1469
GABPB1-AS1,1470
AP001372.2,1471
RP1-239B22.5,1472
LINC01003,1473
RP3-437I16.1,1474
AC007364.1,1475
LINC01116,1476
MIR205HG,1477
LINC00208,1478
RP11-410D17.2,1479
FER1L6-AS1,1480
PTRH1,1481
LINC00477,1482
AC012456.3,1483
RP11-713P17.3,1484
RP11-693J15.5,1485
RP11-135A1.2,1486
ADARB2-AS1,1487
CYP1B1-AS1,1488
LINC00269,1489
RP11-415J8.5,1490
CLDN10-AS1,1491
AC005083.1,1492
AP001048.4,1493
AC093326.1,1494
LINC01057,1495
INHBA-AS1,1496
AC079767.4,1497
AC003665.1,1498
RP11-134G8.8,1499
AC021016.6,1500
RP3-439F8.1,1501
RP11-809C18.3,1502
RP11-378J18.3,1503
RP11-73G16.1,1504
RP5-994D16.3,1505
AC104134.2,1506
C9orf135-AS1,1507
AP001627.1,1508
PROSER2-AS1,1509
RP3-495K2.3,1510
KCNIP2-AS1,1511
AC009336.24,1512
RP11-506B6.6,1513
C10orf71-AS1,1514
TEX41,1515
RP11-426A6.5,1516
RP11-125B21.2,1517
BSN-AS2,1518
RP11-266A24.1,1519
RP11-171A24.2,1520
AC011995.3,1521
RP11-168E17.1,1522
RP11-767I20.1,1523
RP11-218I7.2,1524
LINC01165,1525
RP11-775D22.2,1526
AC002310.7,1527
AC098973.1,1528
RP11-451G4.2,1529
IQCJ-SCHIP1-AS1,1530
RP11-378I13.1,1531
RP11-344E13.3,1532
RP11-80B9.4,1533
RP11-402G3.5,1534
AP001065.2,1535
RP1-149A16.17,1536
RP4-737E23.2,1537
PSMG3-AS1,1538
AC093609.1,1539
RP11-243E13.1,1540
XXyac-YR29IB3.1,1541
RP11-34A14.3,1542
RP11-279F6.1,1543
LINC00441,1544
RP11-1094H24.4,1545
LINC01105,1546
RP11-392P7.6,1547
RP11-543C4.1,1548
RP11-46A10.4,1549
RP11-634B7.4,1550
LINC00992,1551
RP11-375O18.2,1552
UBE2E2-AS1,1553
RP11-295G20.2,1554
RP4-665J23.1,1555
LINC01158,1556
FBXL19-AS1,1557
RP11-548M13.1,1558
RP11-65J3.1,1559
NAV2-AS5,1560
MIR4313,1561
AC006372.4,1562
RP5-942I16.1,1563
RP3-325F22.3,1564
RP4-694A7.4,1565
RP11-794P6.1,1566
RP3-512B11.3,1567
RP11-138B4.1,1568
RP11-253E3.3,1569
LINC00458,1570
RP11-540O11.1,1571
RP11-45L9.1,1572
RP11-420A23.1,1573
RP11-166A12.1,1574
AC012360.6,1575
LINC00961,1576
RP13-467H17.1,1577
RP11-90P13.1,1578
RP11-307C19.3,1579
CTC-436K13.5,1580
RP11-483H20.6,1581
AP001605.4,1582
U91319.1,1583
RP11-394G3.2,1584
CTC-479C5.6,1585
snoU13,1586
RP11-111E14.1,1587
RP11-517C16.2,1588
LINC01010,1589
RP11-167H9.6,1590
RP11-77H9.8,1591
RP11-396F22.1,1592
CNTFR-AS1,1593
RP11-280O1.2,1594
RP11-319E16.2,1595
RP11-862G15.2,1596
RP13-20L14.1,1597
RP11-829H16.3,1598
RASSF8-AS1,1599
AC079922.3,1600
RP11-273B20.1,1601
MIR210HG,1602
CT64,1603
RP11-319G6.1,1604
RP11-579D7.4,1605
RP11-440L14.3,1606
RP11-747D18.1,1607
RP11-493L12.3,1608
PLCH1-AS1,1609
RP11-588H23.3,1610
DIO3OS,1611
RP4-555D20.2,1612
RP11-244H3.1,1613
RP11-669I1.1,1614
RP11-227D13.1,1615
RP11-572C21.1,1616
RP11-416O18.1,1617
LINC00929,1618
RP11-184E9.2,1619
CTD-2161F6.3,1620
RP11-231N3.1,1621
CACNA1G-AS1,1622
CTD-2256P15.2,1623
RP11-95H3.1,1624
RP11-1012E15.1,1625
RP11-804F13.1,1626
RP11-490G2.2,1627
RP11-230G5.2,1628
CTD-2587M23.1,1629
RP11-785F11.1,1630
RP11-693J15.4,1631
LINC01095,1632
RP11-2O17.2,1633
RP11-189E14.4,1634
RP4-647C14.3,1635
RP11-1008C21.1,1636
RP11-231D20.2,1637
LA16c-329F2.1,1638
CTC-277H1.7,1639
FAM222A-AS1,1640
MIR503HG,1641
UCA1,1642
LINC00607,1643
RP11-847H18.2,1644
AC108142.1,1645
RP4-724E16.2,1646
SRRM2-AS1,1647
RP11-37N22.1,1648
ITGB2-AS1,1649
ST7-AS1,1650
RP4-544H6.2,1651
RP11-112J3.16,1652
RP3-395M20.9,1653
LINC00858,1654
KCNQ1-AS1,1655
RP11-184I16.4,1656
RP11-373N22.3,1657
AP001171.1,1658
RP11-111K18.2,1659
RFTN1P1,1660
RP11-676J12.6,1661
RP11-24P4.1,1662
RP1-93H18.6,1663
RP11-547I7.2,1664
RP11-343H5.6,1665
RP11-400K9.4,1666
RP11-433J8.1,1667
RP11-413B19.2,1668
LINC00535,1669
RP11-757F18.5,1670
RP4-630C24.3,1671
RP11-714L20.1,1672
MMP24-AS1,1673
RP11-181G12.2,1674
AP001062.7,1675
CTA-134P22.2,1676
TOPORS-AS1,1677
RP11-10N23.4,1678
RP11-499E18.1,1679
RP11-499P20.2,1680
RP11-2E17.1,1681
Z83844.1,1682
RP11-566E18.3,1683
RP5-886K2.3,1684
LINC00338,1685
Y_RNA,1686
RP1-223E5.4,1687
RP11-930P14.2,1688
RP11-795F19.5,1689
RP11-617F23.1,1690
TUSC7,1691
TPTEP1,1692
CTB-89H12.4,1693
H19,1694
FXYD2,1695
LINC00525,1696
ZNF674-AS1,1697
MIR4435-1HG,1698
RP11-677M14.7,1699
CCDC13-AS1,1700
SNHG11,1701
DLGAP1-AS1,1702
ZFAS1,1703
LINC00324,1704
AC073072.5,1705
AC007246.3,1706
RP5-1027G4.3,1707
RP11-290F5.2,1708
WDFY3-AS2,1709
COL18A1-AS1,1710
LINC00518,1711
LINC00523,1712
LINC00173,1713
RP11-296O14.3,1714
AC074391.1,1715
CHKB-AS1,1716
RP11-429H9.4,1717
AC074286.1,1718
RP11-421L21.3,1719
AC004540.5,1720
CTD-2194D22.4,1721
TTTY5,1722
RP5-1024G6.5,1723
LINC00462,1724
AC003090.1,1725
RP11-71G7.1,1726
RP4-717I23.3,1727
LINC00205,1728
LINC01133,1729
LAMTOR5-AS1,1730
AC099850.1,1731
SDCBP2-AS1,1732
AL022344.5,1733
JPX,1734
LINC00475,1735
DBH-AS1,1736
AC002310.12,1737
AC073321.4,1738
RP3-476K8.3,1739
ZNF503-AS1,1740
AC099342.1,1741
AC007461.2,1742
BAIAP2-AS1,1743
RP11-16N11.2,1744
ENTPD1-AS1,1745
LINC00424,1746
AC007365.3,1747
AC093901.1,1748
LHFPL3-AS1,1749
RP11-262K1.1,1750
RP11-63B19.1,1751
AP006285.6,1752
RBM26-AS1,1753
SPAG5-AS1,1754
RP11-193H5.1,1755
RP11-30K9.6,1756
RAPGEF4-AS1,1757
DPP10-AS3,1758
UNC5B-AS1,1759
DGCR5,1760
RNF144A-AS1,1761
PCAT6,1762
RP11-173B14.4,1763
RP11-2A4.3,1764
GHRLOS,1765
LINC00452,1766
MIR194-2,1767
LINC00969,1768
DSCR9,1769
APCDD1L-AS1,1770
RP11-466A17.1,1771
RP11-736K20.6,1772
CTD-2514K5.2,1773
TMEM44-AS1,1774
RP11-558F24.4,1775
AL035610.1,1776
CD81-AS1,1777
NR2F2-AS1,1778
AC093415.2,1779
AC034220.3,1780
LINC00028,1781
AC026471.6,1782
HOTAIRM1,1783
RP1-187B23.1,1784
LINC00964,1785
BFSP2-AS1,1786
KRTAP5-AS1,1787
ZNF718,1788
AC010987.6,1789
PRMT5-AS1,1790
TOLLIP-AS1,1791
AC010982.1,1792
CTD-2324F15.2,1793
MAGI2-AS3,1794
DSCAM-AS1,1795
AP001063.1,1796
RP11-108M9.4,1797
CTD-2366F13.1,1798
LINC00957,1799
AP000265.1,1800
RP11-536G4.2,1801
DICER1-AS1,1802
CTD-2561B21.5,1803
RP13-582O9.5,1804
LINC00520,1805
IDS,1806
RP13-452N2.1,1807
RP11-85F14.5,1808
RP11-89M16.1,1809
AL773604.8,1810
MIR3150A,1811
RP11-10K16.1,1812
RP11-45P15.4,1813
RP11-31F15.2,1814
C6orf3,1815
RP11-890B15.3,1816
PITRM1-AS1,1817
RP11-266L9.2,1818
AC003075.4,1819
LINC00515,1820
LINC00924,1821
PRKAG2-AS1,1822
RP11-572C15.5,1823
RP11-49I11.1,1824
RP11-806K15.1,1825
LINC00926,1826
CASC17,1827
RP11-723G8.1,1828
RP11-279O17.1,1829
DOCK9-AS2,1830
RP11-544D21.2,1831
RP3-416H24.1,1832
RP11-664D1.1,1833
KB-431C1.4,1834
RP11-121C2.2,1835
SOCS2-AS1,1836
CTA-29F11.1,1837
RP11-85A1.3,1838
RP11-102M11.2,1839
RP11-403P17.3,1840
AF213884.2,1841
RP11-597D13.8,1842
RP11-247L20.4,1843
LINC00261,1844
RP1-17K7.2,1845
RP11-48G14.2,1846
RP11-412D9.4,1847
RP11-83N9.5,1848
RP11-178L8.5,1849
AC092162.1,1850
KCP,1851
MTUS2-AS1,1852
ALDH1L1-AS2,1853
ACTA2-AS1,1854
AC011738.4,1855
DLG3-AS1,1856
RP11-404O13.1,1857
BPIFA4P,1858
AC093673.5,1859
RPS10P7,1860
TINCR,1861
RP4-613A2.1,1862
RP11-109P14.9,1863
EPB41L4A-AS1,1864
RP11-510C10.2,1865
RP11-168O10.6,1866
LINC00184,1867
AC096574.4,1868
RP11-83A16.1,1869
RP1-18D14.7,1870
LINC00161,1871
CBR3-AS1,1872
AC018647.3,1873
RP11-263K4.3,1874
RP3-400N23.6,1875
RP4-647C14.2,1876
RP11-521D12.1,1877
RP11-10N16.2,1878
CECR3,1879
RP11-285F7.2,1880
LINC00856,1881
RP11-89K21.1,1882
RP11-219B17.1,1883
AC012146.7,1884
RP11-753A21.2,1885
AF096876.1,1886
RP5-1120P11.3,1887
PAXBP1-AS1,1888
CTD-2199O4.3,1889
RP11-844P9.2,1890
LINC01088,1891
RP1-69D17.3,1892
AC104809.4,1893
RP11-16L9.3,1894
LINC01111,1895
CTD-2143L24.1,1896
DLG5-AS1,1897
RP11-195M16.3,1898
LINC00589,1899
AC109828.1,1900
RP11-273G15.2,1901
AC068138.1,1902
RP11-474P2.2,1903
RP11-770E5.1,1904
RP11-893F2.14,1905
RP11-271O3.1,1906
RP1-30G7.2,1907
SENCR,1908
TTTY12,1909
RP4-594L9.2,1910
RP11-862G15.1,1911
RP3-395M20.8,1912
RP11-359B12.2,1913
RP11-140I24.1,1914
RP11-109G23.3,1915
RP11-388M20.6,1916
RP11-321E2.4,1917
RP11-177H2.2,1918
RP11-395N3.1,1919
RP11-37C7.3,1920
RP11-438N16.1,1921
LINC00662,1922
AC025171.1,1923
RP11-534L20.5,1924
RP11-953B20.1,1925
MIR302B,1926
RP11-560A15.4,1927
VPS9D1-AS1,1928
CTD-2015G9.1,1929
LINC00982,1930
CASC2,1931
RP11-418J17.1,1932
LINC00334,1933
DYNLL1-AS1,1934
RP11-383C5.4,1935
DLG1-AS1,1936
AC017104.6,1937
RP11-328M4.2,1938
LARGE-AS1,1939
RP11-37B2.1,1940
RP1-65J11.5,1941
LINC00605,1942
AC068610.3,1943
CTA-217C2.1,1944
LINC00582,1945
SACS-AS1,1946
ARHGAP5-AS1,1947
THAP7-AS1,1948
CRNDE,1949
RP4-697P8.3,1950
RP11-744D14.2,1951
RP11-46C24.7,1952
RP11-495K9.5,1953
RP11-126K1.6,1954
TRIM52-AS1,1955
RP11-96D1.11,1956
RP11-111M22.3,1957
RP11-95H11.1,1958
RP11-702F3.3,1959
RP11-421P23.1,1960
RP11-109D9.4,1961
SNHG12,1962
RP4-530I15.6,1963
LINC-PINT,1964
ZBED5-AS1,1965
RP11-752G15.6,1966
RP11-539L10.3,1967
RP11-304L19.5,1968
USP6NL,1969
FGD5-AS1,1970
RP4-773N10.4,1971
RP11-477D19.2,1972
CTD-3051D23.4,1973
LINC00116,1974
RP11-488L18.10,1975
SNHG5,1976
RP11-372E1.4,1977
RP4-758J18.10,1978
RP11-66N24.3,1979
LINC00343,1980
RP11-1055B8.4,1981
HOXD-AS1,1982
LINC00612,1983
AC141928.1,1984
U47924.27,1985
AC091729.9,1986
RP11-308D16.4,1987
RP11-340I6.8,1988
RP11-752D24.3,1989
EXTL3-AS1,1990
LINC00427,1991
LINC00852,1992
LY86-AS1,1993
RP11-983C2.2,1994
AC096559.1,1995
STK24-AS1,1996
CTC-321K16.4,1997
CFLAR-AS1,1998
RP13-60M5.2,1999
TFAP2A-AS1,2000
RP11-6F2.5,2001
PRRT3-AS1,2002
LEF1-AS1,2003
RP11-730N24.1,2004
RP11-71E19.5,2005
RP11-899L11.1,2006
RP6-191P20.4,2007
LINC01134,2008
AC137932.5,2009
AC009133.15,2010
RP11-761I4.3,2011
PCED1B-AS1,2012
LINC01006,2013
STXBP5-AS1,2014
DANCR,2015
RP11-157E14.1,2016
RP11-474D1.2,2017
RP11-680F8.1,2018
RP11-251P6.1,2019
LA16c-395F10.2,2020
AC009299.3,2021
RP11-505K9.1,2022
BCDIN3D-AS1,2023
MMRN2,2024
MIR4458HG,2025
RP11-480A16.1,2026
NPSR1-AS1,2027
RP5-1180C10.2,2028
RP11-320M2.1,2029
WASIR2,2030
RP11-379K17.4,2031
UBL7-AS1,2032
PTCHD3P1,2033
SH3BP5-AS1,2034
UBAC2-AS1,2035
RP11-933H2.4,2036
CTC-400I9.1,2037
HPYR1,2038
RP11-701P16.5,2039
RP11-278I4.2,2040
RP11-218M22.1,2041
RP11-98D18.9,2042
AC062029.1,2043
LINC00467,2044
LINC00330,2045
PWRN2,2046
AC104777.2,2047
RP4-639F20.1,2048
GMDS-AS1,2049
DNAJC3-AS1,2050
TPT1-AS1,2051
RP11-643M14.1,2052
GRTP1-AS1,2053
RP1-1J6.2,2054
RP11-23P13.6,2055
RP4-569M23.2,2056
CTD-2309H9.3,2057
RP11-576E20.1,2058
LINC00460,2059
RP11-195F19.9,2060
RP11-265P11.2,2061
RP11-480I12.7,2062
RP11-611D20.2,2063
ZMIZ1-AS1,2064
GS1-124K5.4,2065
RP11-817O13.8,2066
ASH1L-AS1,2067
LINC00476,2068
RP1-63G5.5,2069
CTB-27N1.1,2070
RP11-73K9.2,2071
STARD7-AS1,2072
RP11-410C4.5,2073
GS1-251I9.4,2074
RP11-6I2.3,2075
LGALS8-AS1,2076
LINC00112,2077
TMEM161B-AS1,2078
LINC00984,2079
CTD-2010I22.2,2080
ERVK13-1,2081
JHDM1D-AS1,2082
RP11-169K16.9,2083
RP11-468E2.5,2084
ZNF280D,2085
RP11-395P17.3,2086
MORC2-AS1,2087
RP11-819C21.1,2088
ADAMTS9-AS2,2089
MORF4L2-AS1,2090
TJP2,2091
RP11-434C1.1,2092
LINC00572,2093
LINC00960,2094
RP11-752D24.2,2095
RP11-147C23.1,2096
TRAF3IP2-AS1,2097
CTD-2036P10.3,2098
C21orf91-OT1,2099
MIAT,2100
RP11-353N14.1,2101
RP11-510M2.2,2102
LINC00865,2103
RP11-622A1.2,2104
AC073130.1,2105
HCCAT5,2106
CTD-2008P7.1,2107
RP11-167N4.2,2108
RP11-432J9.6,2109
SEC24B-AS1,2110
AC007383.3,2111
AC093323.3,2112
RP11-288L9.1,2113
RP1-310O13.7,2114
RP11-161M6.2,2115
WAC-AS1,2116
CKMT2-AS1,2117
RP5-1085F17.3,2118
CTD-2587M2.1,2119
AC016831.7,2120
RP5-968D22.1,2121
RP11-1L12.3,2122
SNHG7,2123
GAN,2124
RP5-1057J7.6,2125
RP11-524O1.4,2126
RP11-349A22.5,2127
KIF9-AS1,2128
CTD-3074O7.5,2129
RP11-573D15.2,2130
LINC00410,2131
RP11-410L14.2,2132
AC005154.6,2133
DHRS4-AS1,2134
NIFK-AS1,2135
ERVK3-1,2136
SLC25A5-AS1,2137
RP1-39G22.7,2138
HOXA-AS2,2139
RP1-118J21.25,2140
RAB30-AS1,2141
PCBP1-AS1,2142
SRD5A2,2143
RP11-73B2.2,2144
RP11-445H22.3,2145
AC005009.1,2146
DGKK,2147
CTD-2207A17.1,2148
CTD-2116F7.1,2149
RP11-669M16.1,2150
ADAM6,2151
RP11-495P10.3,2152
RP11-513G11.4,2153
LINC00298,2154
SPANXA2-OT1,2155
AC007966.1,2156
RP11-54O7.1,2157
AC073128.10,2158
FLG-AS1,2159
LINC00226,2160
RP5-1158E12.3,2161
AC093642.3,2162
RP11-834C11.3,2163
CTB-113P19.4,2164
LINC01114,2165
RP11-495P10.6,2166
RP11-960L18.1,2167
RP11-715J22.3,2168
AC007879.2,2169
RP11-709B3.2,2170
CLRN1-AS1,2171
AC005592.3,2172
AC145123.2,2173
RP11-470M17.2,2174
AC067956.1,2175
RP11-395G23.3,2176
RP11-220I1.5,2177
RP11-295P9.3,2178
RP11-488C13.5,2179
LINC00886,2180
LINC00560,2181
CTD-2281E23.1,2182
RP11-77I22.2,2183
RP11-388M20.1,2184
RP11-426C22.5,2185
RP11-292D4.3,2186
CTD-2050B12.2,2187
RP11-498D10.6,2188
AC131025.8,2189
RP11-63A1.2,2190
RP11-7F17.4,2191
RP11-360K13.1,2192
LINC00221,2193
AC007403.2,2194
AC096579.7,2195
RP11-308N19.4,2196
RP11-567C2.1,2197
AP006547.3,2198
RP11-417E7.2,2199
RP11-407A16.3,2200
RP11-17A4.3,2201
CTC-378H22.2,2202
AC009133.12,2203
RP11-589P10.5,2204
RP11-292F22.7,2205
RP11-417J8.6,2206
PHEX-AS1,2207
LINC00162,2208
RP11-122G18.5,2209
RP11-395B7.2,2210
UBXN10-AS1,2211
MIR29A,2212
CTD-2643K12.2,2213
AC104135.4,2214
AC005592.1,2215
RP5-1077H22.2,2216
AC020601.1,2217
SHANK2-AS2,2218
RP11-753D20.4,2219
RP11-521O16.2,2220
RP11-322F10.2,2221
LINC00545,2222
RP11-672A2.6,2223
